additive_mass_fraction,calibrated_uncertainty,cas_number,comparison_eligible,complete_grid,expected_condition_count,experimental_winner,failure_counts,handling_approved,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,maximum_viscosity_ratio_proxy,minimum_paired_delta_h_ratio,model_spread_is_uncertainty,name,pair_id,paired_condition_count,smiles
0.106666666667,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.126,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.145333333333,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.164666666667,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.184,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.203333333333,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.222666666667,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.242,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.261333333333,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.280666666667,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.3,,123-86-4,False,False,6,False,"{""inlet_not_single_liquid"": 12}",False,,,,,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,CCCCOC(C)=O
0.0001,,98-01-1,True,True,6,False,{},False,9.400028375794456e-06,1.000244584627595,1.0000101396347076,0.9999189141598062,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
0.000177827941004,,98-01-1,True,True,6,False,{},False,1.6708828377232088e-05,1.0004346181515726,1.0000180323151575,0.9998558085102945,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
0.000316227766017,,98-01-1,True,True,6,False,{},False,2.9690683555405606e-05,1.0007718565393708,1.0000320703266796,0.9997435929033922,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
0.00056234132519,,98-01-1,True,True,6,False,{},False,5.272791187349579e-05,1.0013693705109135,1.0000570421232151,0.999544054434587,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
0.001,,98-01-1,True,True,6,False,{},False,9.354251196647123e-05,1.0024250224306233,1.000101475187727,0.9991892579475434,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
0.00177827941004,,98-01-1,True,True,6,False,{},False,0.00016564261568063898,1.004280635472835,1.000180572651923,0.9985584527834459,False,2-furaldehyde,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,6,O=Cc1ccco1
